datetime_utc,datetime_local,air_temp_c,dewpoint_c,slp_hpa,wind_dir_deg,wind_speed_ms,sky_cover_code,precip_1h_mm,precip_6h_mm,year,month,day,hour
2021-01-01 00:00:00+00:00,2021-01-01 06:00:00+06:00,-8.2,-8.4,1036.5,0,,9,,,2021,1,1,0
2021-01-01 03:00:00+00:00,2021-01-01 09:00:00+06:00,-8.9,-9.2,,350,1.0,8,,,2021,1,1,3
2021-01-01 06:00:00+00:00,2021-01-01 12:00:00+06:00,-8.7,-9.0,1040.1,320,1.0,9,,,2021,1,1,6
2021-01-01 09:00:00+00:00,2021-01-01 15:00:00+06:00,-7.6,-8.5,1039.7,320,1.0,9,,,2021,1,1,9
2021-01-01 12:00:00+00:00,2021-01-01 18:00:00+06:00,-8.2,-8.8,1041.6,140,1.0,9,,,2021,1,1,12
2021-01-01 15:00:00+00:00,2021-01-01 21:00:00+06:00,-8.1,-8.7,1041.8,50,1.0,9,,,2021,1,1,15
2021-01-01 18:00:00+00:00,2021-01-02 00:00:00+06:00,-9.8,-9.8,1042.2,90,1.0,9,,,2021,1,1,18
2021-01-01 21:00:00+00:00,2021-01-02 03:00:00+06:00,-12.4,-12.4,1041.1,0,,9,,,2021,1,1,21
2021-01-02 00:00:00+00:00,2021-01-02 06:00:00+06:00,-11.6,-11.8,1042.0,0,,9,,,2021,1,2,0
2021-01-02 03:00:00+00:00,2021-01-02 09:00:00+06:00,-13.7,-13.7,1043.0,90,1.0,9,,,2021,1,2,3
2021-01-02 06:00:00+00:00,2021-01-02 12:00:00+06:00,-9.2,-9.9,1040.8,0,,-9999,,,2021,1,2,6
2021-01-02 09:00:00+00:00,2021-01-02 15:00:00+06:00,-3.8,-7.1,1036.8,0,,-9999,,,2021,1,2,9
2021-01-02 12:00:00+00:00,2021-01-02 18:00:00+06:00,-7.9,-10.1,1039.1,0,,-9999,,,2021,1,2,12
2021-01-02 15:00:00+00:00,2021-01-02 21:00:00+06:00,-13.1,-14.4,1041.4,0,,-9999,,,2021,1,2,15
2021-01-02 18:00:00+00:00,2021-01-03 00:00:00+06:00,-14.3,-14.9,1041.1,0,,-9999,,,2021,1,2,18
2021-01-02 21:00:00+00:00,2021-01-03 03:00:00+06:00,-13.6,-14.2,1040.8,270,1.0,9,,,2021,1,2,21
2021-01-03 00:00:00+00:00,2021-01-03 06:00:00+06:00,-13.7,-14.3,1041.4,0,,9,,,2021,1,3,0
2021-01-03 03:00:00+00:00,2021-01-03 09:00:00+06:00,-15.3,-15.9,1042.3,0,,-9999,,,2021,1,3,3
2021-01-03 06:00:00+00:00,2021-01-03 12:00:00+06:00,-9.0,-10.1,1040.1,0,,-9999,,,2021,1,3,6
2021-01-03 09:00:00+00:00,2021-01-03 15:00:00+06:00,-6.6,-9.0,1038.8,270,1.0,-9999,,,2021,1,3,9
2021-01-03 12:00:00+00:00,2021-01-03 18:00:00+06:00,-10.5,-12.7,1040.9,270,1.0,-9999,,,2021,1,3,12
2021-01-03 15:00:00+00:00,2021-01-03 21:00:00+06:00,-13.7,-15.0,1042.6,0,,-9999,,,2021,1,3,15
2021-01-03 18:00:00+00:00,2021-01-04 00:00:00+06:00,-14.3,-15.6,1041.6,0,,-9999,,,2021,1,3,18
2021-01-03 21:00:00+00:00,2021-01-04 03:00:00+06:00,-14.7,-15.3,1040.8,0,,-9999,,,2021,1,3,21
2021-01-04 00:00:00+00:00,2021-01-04 06:00:00+06:00,-15.1,-16.4,1040.7,0,,-9999,,,2021,1,4,0
2021-01-04 03:00:00+00:00,2021-01-04 09:00:00+06:00,-16.8,-18.1,1041.4,0,,-9999,,,2021,1,4,3
2021-01-04 06:00:00+00:00,2021-01-04 12:00:00+06:00,-11.0,-12.3,1038.5,0,,-9999,,,2021,1,4,6
2021-01-04 09:00:00+00:00,2021-01-04 15:00:00+06:00,-8.7,-12.5,1036.9,350,1.0,-9999,,,2021,1,4,9
2021-01-04 12:00:00+00:00,2021-01-04 18:00:00+06:00,-12.2,-14.9,1039.7,0,,-9999,,,2021,1,4,12
2021-01-04 15:00:00+00:00,2021-01-04 21:00:00+06:00,-15.1,-16.4,1040.7,0,,-9999,,,2021,1,4,15
2021-01-04 18:00:00+00:00,2021-01-05 00:00:00+06:00,-16.3,-17.6,1040.0,0,,-9999,,,2021,1,4,18
2021-01-04 21:00:00+00:00,2021-01-05 03:00:00+06:00,-16.5,-17.8,1039.1,0,,-9999,,,2021,1,4,21
2021-01-05 00:00:00+00:00,2021-01-05 06:00:00+06:00,-17.4,-18.6,1037.7,0,,-9999,,,2021,1,5,0
2021-01-05 03:00:00+00:00,2021-01-05 09:00:00+06:00,-16.8,-18.1,1037.8,0,,-9999,,,2021,1,5,3
2021-01-05 06:00:00+00:00,2021-01-05 12:00:00+06:00,-9.4,-11.9,1035.8,350,1.0,-9999,,,2021,1,5,6
2021-01-05 09:00:00+00:00,2021-01-05 15:00:00+06:00,-5.1,-13.0,1033.9,0,,-9999,,,2021,1,5,9
2021-01-05 12:00:00+00:00,2021-01-05 18:00:00+06:00,-7.4,-13.9,1034.9,0,,2,,,2021,1,5,12
2021-01-05 15:00:00+00:00,2021-01-05 21:00:00+06:00,-11.1,-14.7,1037.7,0,,3,,,2021,1,5,15
2021-01-05 18:00:00+00:00,2021-01-06 00:00:00+06:00,-12.4,-15.1,1038.3,0,,-9999,,,2021,1,5,18
2021-01-05 21:00:00+00:00,2021-01-06 03:00:00+06:00,-14.9,-16.9,1038.7,0,,-9999,,,2021,1,5,21
2021-01-06 00:00:00+00:00,2021-01-06 06:00:00+06:00,-16.8,-18.1,1040.4,0,,8,,,2021,1,6,0
2021-01-06 03:00:00+00:00,2021-01-06 09:00:00+06:00,-16.5,-17.8,1041.2,0,,-9999,,,2021,1,6,3
2021-01-06 06:00:00+00:00,2021-01-06 12:00:00+06:00,-14.5,-15.8,1041.2,360,1.0,5,,,2021,1,6,6
2021-01-06 09:00:00+00:00,2021-01-06 15:00:00+06:00,-10.4,-14.8,1039.6,50,1.0,4,,,2021,1,6,9
2021-01-06 12:00:00+00:00,2021-01-06 18:00:00+06:00,-10.8,-15.2,1041.0,50,1.0,6,,,2021,1,6,12
2021-01-06 18:00:00+00:00,2021-01-07 00:00:00+06:00,-13.7,-15.7,1041.2,0,,-9999,,,2021,1,6,18
2021-01-06 21:00:00+00:00,2021-01-07 03:00:00+06:00,-12.3,-14.3,1040.9,0,,6,,,2021,1,6,21
2021-01-07 00:00:00+00:00,2021-01-07 06:00:00+06:00,-12.7,-14.0,1040.9,0,,8,,,2021,1,7,0
2021-01-07 03:00:00+00:00,2021-01-07 09:00:00+06:00,-14.2,-15.5,1042.2,0,,8,,,2021,1,7,3
2021-01-07 06:00:00+00:00,2021-01-07 12:00:00+06:00,-9.7,-11.8,1040.3,350,1.0,8,,,2021,1,7,6
2021-01-07 09:00:00+00:00,2021-01-07 15:00:00+06:00,-9.2,-12.6,1039.6,350,1.0,-9999,,,2021,1,7,9
2021-01-07 12:00:00+00:00,2021-01-07 18:00:00+06:00,-11.4,-13.8,1042.5,350,1.0,8,,,2021,1,7,12
2021-01-07 15:00:00+00:00,2021-01-07 21:00:00+06:00,-12.1,-14.1,1034.9,0,,8,,,2021,1,7,15
2021-01-07 18:00:00+00:00,2021-01-08 00:00:00+06:00,-10.9,-13.7,1043.3,220,1.0,8,,,2021,1,7,18
2021-01-07 21:00:00+00:00,2021-01-08 03:00:00+06:00,-12.5,-14.5,1044.4,0,,8,,,2021,1,7,21
2021-01-08 00:00:00+00:00,2021-01-08 06:00:00+06:00,-11.6,-14.4,1044.1,0,,8,,,2021,1,8,0
2021-01-08 03:00:00+00:00,2021-01-08 09:00:00+06:00,-11.7,-15.2,1044.9,130,1.0,2,,,2021,1,8,3
2021-01-08 06:00:00+00:00,2021-01-08 12:00:00+06:00,-3.6,-15.1,1041.2,90,2.0,-9999,,,2021,1,8,6
2021-01-08 09:00:00+00:00,2021-01-08 15:00:00+06:00,-3.6,-13.2,1040.5,270,2.0,-9999,,,2021,1,8,9
2021-01-08 12:00:00+00:00,2021-01-08 18:00:00+06:00,-8.6,-17.1,1044.2,270,2.0,-9999,,,2021,1,8,12
2021-01-08 15:00:00+00:00,2021-01-08 21:00:00+06:00,-10.9,-15.3,1045.7,220,1.0,-9999,,,2021,1,8,15
2021-01-08 18:00:00+00:00,2021-01-09 00:00:00+06:00,-13.5,-16.2,1046.9,0,,-9999,,,2021,1,8,18
2021-01-08 21:00:00+00:00,2021-01-09 03:00:00+06:00,-14.3,-17.0,1046.6,0,,-9999,,,2021,1,8,21
2021-01-09 00:00:00+00:00,2021-01-09 06:00:00+06:00,-15.3,-18.0,1047.0,180,1.0,-9999,,,2021,1,9,0
2021-01-09 03:00:00+00:00,2021-01-09 09:00:00+06:00,-14.3,-17.0,1047.2,180,1.0,-9999,,,2021,1,9,3
2021-01-09 06:00:00+00:00,2021-01-09 12:00:00+06:00,-3.4,-14.7,1042.2,50,1.0,-9999,,,2021,1,9,6
2021-01-09 09:00:00+00:00,2021-01-09 15:00:00+06:00,2.8,-14.1,1037.7,50,2.0,-9999,,,2021,1,9,9
2021-01-09 12:00:00+00:00,2021-01-09 18:00:00+06:00,-3.1,-11.9,1039.4,230,1.0,-9999,,,2021,1,9,12
2021-01-09 15:00:00+00:00,2021-01-09 21:00:00+06:00,-9.0,-12.9,1040.9,0,,-9999,,,2021,1,9,15
2021-01-09 18:00:00+00:00,2021-01-10 00:00:00+06:00,-11.1,-14.7,1039.8,0,,-9999,,,2021,1,9,18
2021-01-09 21:00:00+00:00,2021-01-10 03:00:00+06:00,-11.9,-16.3,1039.6,100,1.0,-9999,,,2021,1,9,21
2021-01-10 00:00:00+00:00,2021-01-10 06:00:00+06:00,-11.7,-16.1,1037.7,0,,-9999,,,2021,1,10,0
2021-01-10 03:00:00+00:00,2021-01-10 09:00:00+06:00,-10.5,-17.8,1037.4,180,1.0,-9999,,,2021,1,10,3
2021-01-10 06:00:00+00:00,2021-01-10 12:00:00+06:00,6.2,-12.1,1031.0,0,,-9999,,,2021,1,10,6
2021-01-10 09:00:00+00:00,2021-01-10 15:00:00+06:00,12.2,-9.0,1027.3,0,,-9999,,,2021,1,10,9
2021-01-10 12:00:00+00:00,2021-01-10 18:00:00+06:00,1.6,-12.1,1031.3,0,,2,,,2021,1,10,12
2021-01-10 15:00:00+00:00,2021-01-10 21:00:00+06:00,-2.3,-9.5,1032.2,130,1.0,2,,,2021,1,10,15
2021-01-10 18:00:00+00:00,2021-01-11 00:00:00+06:00,-2.9,-11.5,1030.3,130,1.0,-9999,,,2021,1,10,18
2021-01-10 21:00:00+00:00,2021-01-11 03:00:00+06:00,-4.5,-12.6,1029.1,130,1.0,-9999,,,2021,1,10,21
2021-01-11 00:00:00+00:00,2021-01-11 06:00:00+06:00,-2.7,-12.3,1026.7,130,1.0,-9999,,,2021,1,11,0
2021-01-11 03:00:00+00:00,2021-01-11 09:00:00+06:00,-5.2,-12.1,1026.4,180,1.0,-9999,,,2021,1,11,3
2021-01-11 06:00:00+00:00,2021-01-11 12:00:00+06:00,7.7,-10.3,1021.8,270,1.0,-9999,,,2021,1,11,6
2021-01-11 09:00:00+00:00,2021-01-11 15:00:00+06:00,10.1,-9.4,1019.2,310,1.0,-9999,,,2021,1,11,9
2021-01-11 12:00:00+00:00,2021-01-11 18:00:00+06:00,8.3,-10.7,1019.2,0,,-9999,,,2021,1,11,12
2021-01-11 15:00:00+00:00,2021-01-11 21:00:00+06:00,2.6,-10.2,,180,2.0,-9999,,,2021,1,11,15
2021-01-11 18:00:00+00:00,2021-01-12 00:00:00+06:00,1.8,-10.6,1020.2,180,2.0,-9999,,,2021,1,11,18
2021-01-11 21:00:00+00:00,2021-01-12 03:00:00+06:00,2.4,-12.3,1018.4,180,1.0,-9999,,,2021,1,11,21
2021-01-12 00:00:00+00:00,2021-01-12 06:00:00+06:00,-2.6,-12.0,1021.8,220,1.0,-9999,,,2021,1,12,0
2021-01-12 03:00:00+00:00,2021-01-12 09:00:00+06:00,0.6,-10.6,1022.3,180,1.0,8,,,2021,1,12,3
2021-01-12 06:00:00+00:00,2021-01-12 12:00:00+06:00,6.7,-8.7,1021.0,180,1.0,6,,,2021,1,12,6
2021-01-12 09:00:00+00:00,2021-01-12 15:00:00+06:00,6.8,-9.0,1021.3,50,1.0,8,,,2021,1,12,9
2021-01-12 12:00:00+00:00,2021-01-12 18:00:00+06:00,4.3,-7.2,1022.0,0,,8,,,2021,1,12,12
2021-01-12 15:00:00+00:00,2021-01-12 21:00:00+06:00,1.3,-6.6,1023.9,220,1.0,8,,,2021,1,12,15
2021-01-12 18:00:00+00:00,2021-01-13 00:00:00+06:00,0.3,-5.9,1026.3,180,1.0,8,,,2021,1,12,18
2021-01-12 21:00:00+00:00,2021-01-13 03:00:00+06:00,-0.6,-5.1,1027.1,0,,8,,,2021,1,12,21
2021-01-13 00:00:00+00:00,2021-01-13 06:00:00+06:00,-3.8,-4.6,1030.6,280,2.0,8,,,2021,1,13,0
2021-01-13 06:00:00+00:00,2021-01-13 12:00:00+06:00,-4.3,-4.9,1034.2,50,1.0,8,,,2021,1,13,6
2021-01-13 09:00:00+00:00,2021-01-13 15:00:00+06:00,-2.8,-4.8,1032.2,50,1.0,8,,,2021,1,13,9
2021-01-13 12:00:00+00:00,2021-01-13 18:00:00+06:00,-4.9,-6.2,1033.8,270,1.0,8,,,2021,1,13,12
2021-01-13 18:00:00+00:00,2021-01-14 00:00:00+06:00,-6.0,-7.1,1034.2,0,,8,,,2021,1,13,18
2021-01-13 21:00:00+00:00,2021-01-14 03:00:00+06:00,-6.2,-7.0,1033.9,280,1.0,8,,,2021,1,13,21
2021-01-14 00:00:00+00:00,2021-01-14 06:00:00+06:00,-6.2,-7.0,1034.8,230,2.0,8,,,2021,1,14,0
2021-01-14 03:00:00+00:00,2021-01-14 09:00:00+06:00,-6.3,-7.1,1036.2,260,1.0,8,,,2021,1,14,3
2021-01-14 06:00:00+00:00,2021-01-14 12:00:00+06:00,-4.9,-5.9,1035.2,80,2.0,8,,,2021,1,14,6
2021-01-14 09:00:00+00:00,2021-01-14 15:00:00+06:00,-0.9,-4.8,1031.9,0,,6,,,2021,1,14,9
2021-01-14 12:00:00+00:00,2021-01-14 18:00:00+06:00,-5.1,-6.8,1033.6,0,,6,,,2021,1,14,12
2021-01-14 15:00:00+00:00,2021-01-14 21:00:00+06:00,-6.9,-7.8,1032.3,0,,6,,,2021,1,14,15
2021-01-14 18:00:00+00:00,2021-01-15 00:00:00+06:00,-7.3,-7.9,1032.1,130,1.0,9,,,2021,1,14,18
2021-01-14 21:00:00+00:00,2021-01-15 03:00:00+06:00,-9.0,-9.3,1030.9,0,,6,,,2021,1,14,21
2021-01-15 00:00:00+00:00,2021-01-15 06:00:00+06:00,-10.1,-10.7,1030.7,0,,3,,,2021,1,15,0
2021-01-15 03:00:00+00:00,2021-01-15 09:00:00+06:00,-8.8,-9.5,1030.3,0,,-9999,,,2021,1,15,3
2021-01-15 06:00:00+00:00,2021-01-15 12:00:00+06:00,1.2,-4.0,1026.6,360,1.0,-9999,,,2021,1,15,6
2021-01-15 09:00:00+00:00,2021-01-15 15:00:00+06:00,4.3,-4.3,1023.5,310,1.0,-9999,,,2021,1,15,9
2021-01-15 12:00:00+00:00,2021-01-15 18:00:00+06:00,1.2,-5.1,1023.8,0,,-9999,,,2021,1,15,12
2021-01-15 15:00:00+00:00,2021-01-15 21:00:00+06:00,-3.0,-4.3,1024.3,0,,-9999,,,2021,1,15,15
2021-01-15 18:00:00+00:00,2021-01-16 00:00:00+06:00,-5.1,-6.1,1023.1,0,,-9999,,,2021,1,15,18
2021-01-15 21:00:00+00:00,2021-01-16 03:00:00+06:00,-5.6,-7.8,1021.3,0,,-9999,,,2021,1,15,21
2021-01-16 00:00:00+00:00,2021-01-16 06:00:00+06:00,-4.1,-8.7,1019.3,150,2.0,-9999,,,2021,1,16,0
2021-01-16 03:00:00+00:00,2021-01-16 09:00:00+06:00,-1.6,-8.5,1019.6,180,1.0,-9999,,,2021,1,16,3
2021-01-16 06:00:00+00:00,2021-01-16 12:00:00+06:00,14.6,-3.6,1014.7,280,1.0,-9999,,,2021,1,16,6
2021-01-16 09:00:00+00:00,2021-01-16 15:00:00+06:00,16.3,-7.4,1014.7,320,1.0,-9999,,,2021,1,16,9
2021-01-16 12:00:00+00:00,2021-01-16 18:00:00+06:00,11.5,-3.3,1016.6,180,1.0,-9999,,,2021,1,16,12
2021-01-16 15:00:00+00:00,2021-01-16 21:00:00+06:00,7.9,-5.4,1018.4,180,1.0,-9999,,,2021,1,16,15
2021-01-16 18:00:00+00:00,2021-01-17 00:00:00+06:00,4.8,-7.3,1019.1,180,1.0,-9999,,,2021,1,16,18
2021-01-16 21:00:00+00:00,2021-01-17 03:00:00+06:00,4.6,-7.2,1019.8,0,,-9999,,,2021,1,16,21
2021-01-17 00:00:00+00:00,2021-01-17 06:00:00+06:00,2.8,-7.8,1021.5,220,2.0,-9999,,,2021,1,17,0
2021-01-17 03:00:00+00:00,2021-01-17 09:00:00+06:00,3.1,-4.8,1022.5,210,2.0,2,,,2021,1,17,3
2021-01-17 06:00:00+00:00,2021-01-17 12:00:00+06:00,13.8,-3.6,1018.1,180,1.0,-9999,,,2021,1,17,6
2021-01-17 09:00:00+00:00,2021-01-17 15:00:00+06:00,11.1,-3.6,1016.1,70,2.0,2,,,2021,1,17,9
2021-01-17 12:00:00+00:00,2021-01-17 18:00:00+06:00,8.5,-0.7,1015.3,230,1.0,6,,,2021,1,17,12
2021-01-17 15:00:00+00:00,2021-01-17 21:00:00+06:00,1.0,-1.9,1015.6,0,,2,,,2021,1,17,15
2021-01-17 18:00:00+00:00,2021-01-18 00:00:00+06:00,0.2,-4.6,1012.9,180,1.0,-9999,,,2021,1,17,18
2021-01-17 21:00:00+00:00,2021-01-18 03:00:00+06:00,-0.4,-3.8,1013.4,180,1.0,5,,,2021,1,17,21
2021-01-18 00:00:00+00:00,2021-01-18 06:00:00+06:00,-2.4,-5.7,1014.4,0,,6,,,2021,1,18,0
2021-01-18 03:00:00+00:00,2021-01-18 09:00:00+06:00,-0.9,-4.8,1014.1,130,1.0,6,,,2021,1,18,3
2021-01-18 06:00:00+00:00,2021-01-18 12:00:00+06:00,9.2,-3.0,1010.7,0,,8,,,2021,1,18,6
2021-01-18 09:00:00+00:00,2021-01-18 15:00:00+06:00,15.1,-3.6,1008.8,260,1.0,6,,,2021,1,18,9
2021-01-18 12:00:00+00:00,2021-01-18 18:00:00+06:00,10.8,-5.4,1011.5,0,,8,,,2021,1,18,12
2021-01-18 15:00:00+00:00,2021-01-18 21:00:00+06:00,8.4,-3.8,1011.7,130,2.0,6,,,2021,1,18,15
2021-01-18 18:00:00+00:00,2021-01-19 00:00:00+06:00,6.4,-5.5,1012.1,130,1.0,2,,,2021,1,18,18
2021-01-18 21:00:00+00:00,2021-01-19 03:00:00+06:00,5.8,-4.8,1014.1,0,,6,,,2021,1,18,21
2021-01-19 00:00:00+00:00,2021-01-19 06:00:00+06:00,4.8,-5.1,1016.1,170,1.0,6,,,2021,1,19,0
2021-01-19 03:00:00+00:00,2021-01-19 09:00:00+06:00,6.7,-0.3,1015.9,180,2.0,8,,,2021,1,19,3
2021-01-19 06:00:00+00:00,2021-01-19 12:00:00+06:00,12.5,-0.6,1013.0,130,3.0,8,,,2021,1,19,6
2021-01-19 09:00:00+00:00,2021-01-19 15:00:00+06:00,11.3,-2.7,1012.6,90,1.0,8,,,2021,1,19,9
2021-01-19 12:00:00+00:00,2021-01-19 18:00:00+06:00,10.5,-2.7,1013.8,0,,8,,,2021,1,19,12
2021-01-19 15:00:00+00:00,2021-01-19 21:00:00+06:00,6.3,-2.5,1017.1,180,1.0,-9999,,,2021,1,19,15
2021-01-19 18:00:00+00:00,2021-01-20 00:00:00+06:00,4.3,-1.8,1019.1,0,,8,,,2021,1,19,18
2021-01-19 21:00:00+00:00,2021-01-20 03:00:00+06:00,5.7,-1.6,1019.4,180,1.0,8,,,2021,1,19,21
2021-01-20 00:00:00+00:00,2021-01-20 06:00:00+06:00,5.1,-1.4,1020.1,90,2.0,8,,,2021,1,20,0
2021-01-20 03:00:00+00:00,2021-01-20 09:00:00+06:00,3.8,-0.2,1024.8,280,1.0,8,,,2021,1,20,3
2021-01-20 06:00:00+00:00,2021-01-20 12:00:00+06:00,3.6,2.1,1026.8,130,1.0,8,,,2021,1,20,6
2021-01-20 09:00:00+00:00,2021-01-20 15:00:00+06:00,8.1,2.9,1023.4,100,2.0,8,,,2021,1,20,9
2021-01-20 12:00:00+00:00,2021-01-20 18:00:00+06:00,6.0,1.5,1023.6,100,1.0,8,,,2021,1,20,12
2021-01-20 18:00:00+00:00,2021-01-21 00:00:00+06:00,6.5,-1.6,1018.9,100,1.0,8,,,2021,1,20,18
2021-01-20 21:00:00+00:00,2021-01-21 03:00:00+06:00,6.4,-1.4,1016.4,0,,2,,,2021,1,20,21
2021-01-21 00:00:00+00:00,2021-01-21 06:00:00+06:00,1.5,-2.3,1017.0,180,1.0,5,,,2021,1,21,0
2021-01-21 03:00:00+00:00,2021-01-21 09:00:00+06:00,0.1,-3.6,1014.7,180,1.0,6,,,2021,1,21,3
2021-01-21 06:00:00+00:00,2021-01-21 12:00:00+06:00,7.5,-4.1,1009.8,230,1.0,8,,,2021,1,21,6
2021-01-21 09:00:00+00:00,2021-01-21 15:00:00+06:00,10.4,-5.7,1007.0,360,1.0,8,,,2021,1,21,9
2021-01-21 12:00:00+00:00,2021-01-21 18:00:00+06:00,7.6,-2.5,1007.1,0,,8,,,2021,1,21,12
2021-01-21 15:00:00+00:00,2021-01-21 21:00:00+06:00,4.3,-4.7,1008.6,140,1.0,5,,,2021,1,21,15
2021-01-21 18:00:00+00:00,2021-01-22 00:00:00+06:00,6.7,-7.6,1005.5,120,1.0,8,,,2021,1,21,18
2021-01-21 21:00:00+00:00,2021-01-22 03:00:00+06:00,5.0,-6.9,1005.1,180,1.0,6,,,2021,1,21,21
2021-01-22 00:00:00+00:00,2021-01-22 06:00:00+06:00,-0.8,-3.0,1009.3,270,4.0,8,,,2021,1,22,0
2021-01-22 06:00:00+00:00,2021-01-22 12:00:00+06:00,-4.5,-5.1,1029.3,260,8.0,8,,,2021,1,22,6
2021-01-22 09:00:00+00:00,2021-01-22 15:00:00+06:00,-5.1,-5.8,1034.0,260,6.0,8,,,2021,1,22,9
2021-01-22 12:00:00+00:00,2021-01-22 18:00:00+06:00,-6.4,-7.6,1038.1,260,2.0,8,,,2021,1,22,12
2021-01-22 18:00:00+00:00,2021-01-23 00:00:00+06:00,-9.1,-10.2,1041.3,260,1.0,8,,,2021,1,22,18
2021-01-22 21:00:00+00:00,2021-01-23 03:00:00+06:00,-11.4,-12.7,1041.4,0,,6,,,2021,1,22,21
2021-01-23 00:00:00+00:00,2021-01-23 06:00:00+06:00,-11.2,-11.8,1040.8,0,,8,,,2021,1,23,0
2021-01-23 06:00:00+00:00,2021-01-23 12:00:00+06:00,-6.6,-9.8,1039.8,310,1.0,8,,,2021,1,23,6
2021-01-23 09:00:00+00:00,2021-01-23 15:00:00+06:00,-5.6,-11.2,1037.8,90,2.0,8,,,2021,1,23,9
2021-01-23 12:00:00+00:00,2021-01-23 18:00:00+06:00,-5.0,-11.3,1036.0,130,2.0,8,,,2021,1,23,12
2021-01-23 18:00:00+00:00,2021-01-24 00:00:00+06:00,-5.4,-10.0,1038.6,180,2.0,8,,,2021,1,23,18
2021-01-23 21:00:00+00:00,2021-01-24 03:00:00+06:00,-4.2,-5.1,1039.8,220,1.0,8,,,2021,1,23,21
2021-01-24 00:00:00+00:00,2021-01-24 06:00:00+06:00,-4.2,-6.5,1040.4,220,2.0,8,,,2021,1,24,0
2021-01-24 06:00:00+00:00,2021-01-24 12:00:00+06:00,-1.0,-8.9,1040.9,180,1.0,5,,,2021,1,24,6
2021-01-24 09:00:00+00:00,2021-01-24 15:00:00+06:00,-1.1,-9.4,1039.4,350,1.0,2,,,2021,1,24,9
2021-01-24 12:00:00+00:00,2021-01-24 18:00:00+06:00,-2.2,-9.4,1039.2,100,1.0,5,,,2021,1,24,12
2021-01-24 18:00:00+00:00,2021-01-25 00:00:00+06:00,-5.1,-8.3,1038.5,0,,8,,,2021,1,24,18
2021-01-24 21:00:00+00:00,2021-01-25 03:00:00+06:00,-6.9,-9.8,1037.2,0,,3,,,2021,1,24,21
2021-01-25 00:00:00+00:00,2021-01-25 06:00:00+06:00,-8.9,-11.3,1036.4,180,1.0,5,,,2021,1,25,0
2021-01-25 03:00:00+00:00,2021-01-25 09:00:00+06:00,-9.8,-11.5,1036.2,180,1.0,-9999,,,2021,1,25,3
2021-01-25 06:00:00+00:00,2021-01-25 12:00:00+06:00,-1.3,-9.8,1033.3,340,1.0,3,,,2021,1,25,6
2021-01-25 09:00:00+00:00,2021-01-25 15:00:00+06:00,-1.8,-9.7,1032.5,360,1.0,2,,,2021,1,25,9
2021-01-25 12:00:00+00:00,2021-01-25 18:00:00+06:00,-4.2,-10.1,1034.0,340,1.0,2,,,2021,1,25,12
2021-01-25 15:00:00+00:00,2021-01-25 21:00:00+06:00,-7.0,-9.1,1036.2,0,,-9999,,,2021,1,25,15
2021-01-25 18:00:00+00:00,2021-01-26 00:00:00+06:00,-8.9,-10.4,1036.8,0,,-9999,,,2021,1,25,18
2021-01-25 21:00:00+00:00,2021-01-26 03:00:00+06:00,-9.2,-10.8,1036.8,180,1.0,-9999,,,2021,1,25,21
2021-01-26 00:00:00+00:00,2021-01-26 06:00:00+06:00,-11.3,-12.6,1037.6,0,,-9999,,,2021,1,26,0
2021-01-26 03:00:00+00:00,2021-01-26 09:00:00+06:00,-10.4,-11.7,1037.3,0,,-9999,,,2021,1,26,3
2021-01-26 06:00:00+00:00,2021-01-26 12:00:00+06:00,-3.1,-8.5,1035.1,0,,-9999,,,2021,1,26,6
2021-01-26 09:00:00+00:00,2021-01-26 15:00:00+06:00,-3.1,-8.1,1033.7,310,1.0,-9999,,,2021,1,26,9
2021-01-26 12:00:00+00:00,2021-01-26 18:00:00+06:00,-4.3,-8.9,1034.6,0,,-9999,,,2021,1,26,12
2021-01-26 15:00:00+00:00,2021-01-26 21:00:00+06:00,-8.4,-9.9,1036.7,0,,-9999,,,2021,1,26,15
2021-01-26 18:00:00+00:00,2021-01-27 00:00:00+06:00,-10.9,-11.5,1036.5,0,,-9999,,,2021,1,26,18
2021-01-26 21:00:00+00:00,2021-01-27 03:00:00+06:00,-10.5,-11.1,1035.7,0,,-9999,,,2021,1,26,21
2021-01-27 00:00:00+00:00,2021-01-27 06:00:00+06:00,-11.8,-12.4,1035.6,0,,-9999,,,2021,1,27,0
2021-01-27 03:00:00+00:00,2021-01-27 09:00:00+06:00,-11.3,-11.9,1036.1,180,1.0,-9999,,,2021,1,27,3
2021-01-27 06:00:00+00:00,2021-01-27 12:00:00+06:00,-4.4,-7.5,1034.2,0,,-9999,,,2021,1,27,6
2021-01-27 09:00:00+00:00,2021-01-27 15:00:00+06:00,-2.0,-8.2,1032.2,310,1.0,-9999,,,2021,1,27,9
2021-01-27 12:00:00+00:00,2021-01-27 18:00:00+06:00,-4.2,-9.2,1033.4,0,,-9999,,,2021,1,27,12
2021-01-27 15:00:00+00:00,2021-01-27 21:00:00+06:00,-9.6,-10.4,1036.7,0,,-9999,,,2021,1,27,15
2021-01-27 18:00:00+00:00,2021-01-28 00:00:00+06:00,-10.5,-11.1,1036.2,0,,-9999,,,2021,1,27,18
2021-01-27 21:00:00+00:00,2021-01-28 03:00:00+06:00,-10.9,-11.5,1035.9,0,,-9999,,,2021,1,27,21
