time_stamp,humidity,temperature,pressure,voc,analog_input,pm2.5_alt|pm2.5_alt = C * (0.00030418*N1   0.0018512*N2   0.02069706*N3),deciviews,visual_range,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count,pm1.0_cf_1,pm1.0_atm,pm2.5_atm,pm2.5_cf_1,pm10.0_atm,pm10.0_cf_1
2025-02-03T13:00:00+06:00,12,80,930.68,,0,124.3,35.9,10.8,19560.3,6045.9,1544.44,143.71,39.374,8.053,119.8,79.1,138.9,209.4,154.8,233.3
2025-02-03T14:00:00+06:00,14,81,930.05,,0,81.3,32.1,15.7,13217.2,4065.2,991.44,90.77,22.889,4.558,80,52.6,91.3,138,100.5,151.9
2025-02-03T15:00:00+06:00,12,81,929.56,,0,88.2,32.9,14.5,14429.5,4440,1069.14,96.28,24.257,4.702,87.8,57.8,99.1,149.7,108.9,164.4
2025-02-03T16:00:00+06:00,12,82,929.32,,0,90.9,33.2,14.1,14820.8,4562.4,1102.23,98.49,25.806,4.866,90.2,59.4,101.8,153.8,112.1,169.3
2025-02-03T17:00:00+06:00,11,82,929.26,,0,95.7,33.7,13.5,15542.9,4778.6,1161.94,102.89,25.751,5.056,94.5,62.2,106.9,161.6,117.3,177.2
2025-02-03T18:00:00+06:00,10,81,929.17,,0,111.9,35.1,11.7,17945.8,5513.6,1369.55,121,30.836,5.955,109.4,72.2,124.9,188.5,137.4,207.2
2025-02-03T19:00:00+06:00,11,81,929.13,,0,112.8,35.1,11.7,17993.3,5533.5,1385.7,122.42,31.402,6.258,109.8,72.4,125.8,189.8,138.4,208.8
2025-02-03T20:00:00+06:00,13,81,928.96,,0,112.4,35,11.8,17878.3,5506.9,1387.34,126.78,33.436,6.488,109.1,72,125.7,189.6,139.2,209.9
2025-02-03T21:00:00+06:00,13,81,928.48,,0,112.2,34.9,11.9,17593.6,5441,1393.34,127.5,33.128,6.412,107.4,70.8,125.1,188.7,138.4,208.7
2025-02-03T22:00:00+06:00,12,81,928.15,,0,114.4,35,11.7,17886.1,5535.3,1422.31,129.15,33.716,6.475,109.5,72.3,127.5,192.3,141.1,212.7
2025-02-03T23:00:00+06:00,12,80,927.69,,0,120.1,35.4,11.3,18673,5768.4,1500.98,137.54,37.006,6.855,114,75.3,133.6,201.5,148.5,223.8
2025-02-04T00:00:00+06:00,12,80,927.38,,0,122.7,35.7,11,19114.8,5896.3,1532.35,140.46,37.258,6.966,116.7,77.1,136.6,206,151.6,228.5
2025-02-04T01:00:00+06:00,12,80,927.01,,0,122.5,35.6,11.1,19050.4,5897.1,1528.48,139.04,36.717,6.847,116.7,77,136.3,205.5,151,227.7
2025-02-04T02:00:00+06:00,11,80,926.75,,0,117.4,35.3,11.4,18430.1,5664.6,1459.47,131.86,34.496,6.486,112.3,74.1,130.6,197,144.5,217.8
2025-02-04T03:00:00+06:00,11,80,926.82,,0,110.3,34.8,12,17481.8,5354.7,1366.21,124.5,32.228,6.24,106.1,70,123,185.7,136,205.2
2025-02-04T04:00:00+06:00,11,80,926.74,,0,103,34.2,12.8,16380.5,5046.3,1267.7,113.98,29.196,5.42,99.8,65.8,114.8,173.3,126.5,190.9
2025-02-04T05:00:00+06:00,11,80,927.02,,0,95,33.4,13.8,15197.7,4685.2,1165.3,104.02,26.267,4.958,92.7,61.1,106.2,160.4,116.7,176.2
2025-02-04T06:00:00+06:00,11,80,927.45,,0,87.4,32.7,14.8,14067.3,4325.6,1068.39,95.03,23.434,4.278,85.5,56.3,97.7,147.7,107.1,161.8
2025-02-04T07:00:00+06:00,11,80,928,,0,76.7,31.5,16.7,12423.8,3815,935.19,84.16,20.342,3.876,75.2,49.4,85.9,129.9,94.2,142.2
2025-02-04T08:00:00+06:00,13,80,928.56,,0,76.2,31.6,16.5,12561.7,3856.4,917.57,81.36,19.3,3.673,76.1,50,85.6,129.5,93.4,141.2
2025-02-04T09:00:00+06:00,12,80,928.98,,0,80.2,32.2,15.6,13300.3,4079.6,959.75,82.47,19.628,3.676,80.8,53.1,90,136.1,97.9,147.9
2025-02-04T10:00:00+06:00,13,81,929.33,,0,85.4,32.6,15,13872.8,4270,1035.39,90.33,21.706,4.238,84.3,55.5,95.5,144.3,104.2,157.5
2025-02-04T11:00:00+06:00,14,81,929.68,,0,83.5,32.2,15.6,13303,4101.2,1028.75,94.12,23.248,4.471,80.6,53,93.3,141.1,102.7,155.1
2025-02-04T12:00:00+06:00,15,82,929.66,,0,75.7,31.2,17.2,12041,3710.6,932.27,84.3,20.236,4.118,72.8,47.8,84.4,127.7,92.6,140
2025-02-04T13:00:00+06:00,15,83,929.68,,0,75.6,31.2,17.2,12010.2,3702.5,931.15,83.55,20.008,3.894,72.6,47.7,84.1,127.3,92.2,139.4
2025-02-04T14:00:00+06:00,14,82,929.85,,0,110.3,34.5,12.4,16972.7,5249.2,1386.88,128.31,33.797,6.628,103.2,68.1,122.5,184.8,136.1,205.3
2025-02-04T15:00:00+06:00,14,83,930.01,,0,96.6,33.3,13.9,14983.5,4630.6,1206.2,109.4,27.393,5.314,90.9,59.9,107.3,162,118.3,178.5
2025-02-04T16:00:00+06:00,13,83,930.39,,0,77.8,31.4,16.8,12321.3,3801.1,961.13,86.76,21.382,4.124,74.6,49,86.6,131,95.2,143.9
2025-02-04T17:00:00+06:00,13,83,930.77,,0,69.8,30.5,18.5,11162.4,3437.1,855.11,75.99,18.022,3.63,67.4,44.2,77.7,117.7,85.2,128.6
2025-02-04T18:00:00+06:00,11,83,931.07,,0,74.2,31.1,17.3,11955.6,3678.6,903.21,77.83,17.832,3.676,72.3,47.5,82.7,125.1,89.9,136
2025-02-04T19:00:00+06:00,11,82,931.51,,0,97.8,33.7,13.4,15554.7,4798.5,1202.15,106.1,26.033,5.03,94.7,62.3,109.1,164.8,119.6,180.5
2025-02-04T20:00:00+06:00,14,82,931.36,,0,104.7,34.3,12.6,16653,5140.1,1289.24,116.02,30.292,6.172,101.6,67,116.9,176.4,129.1,194.8
2025-02-04T21:00:00+06:00,14,82,931.09,,0,107.6,34.6,12.2,17156.5,5295.2,1319.57,116.83,29.909,5.746,104.8,69.1,120.1,181.2,132.1,199.3
2025-02-04T22:00:00+06:00,13,81,930.82,,0,104.6,34.4,12.5,16722,5159.8,1282.13,113.82,29.07,5.716,102.3,67.4,116.8,176.3,128.4,193.8
2025-02-04T23:00:00+06:00,12,81,930.52,,0,81.8,32.2,15.7,13288.7,4093.6,991.25,86.7,20.691,3.642,80.9,53.2,91.5,138.4,99.8,150.8
2025-02-05T00:00:00+06:00,12,82,930.31,,0,63.3,29.9,19.7,10440.6,3206.7,761.67,66.76,15.507,2.946,63.1,41.3,70.8,107.4,79.3,116.8
2025-02-05T01:00:00+06:00,12,81,930.2,,0,50.8,27.8,24.2,8405.2,2581.7,609.6,53.14,11.06,2.2,50.5,34.1,57,86.3,69.6,92.9
2025-02-05T02:00:00+06:00,11,81,929.77,,0,39.9,25.7,29.9,6693.5,2051.5,473.71,40.75,8.573,1.722,39.9,29.9,48.4,67.7,60.7,72.9
2025-02-05T03:00:00+06:00,11,81,929.71,,0,31.7,23.6,36.9,5316.2,1629.4,377,33.05,6.774,1.434,31.4,26.1,42.7,53.6,52.5,57.7
2025-02-05T04:00:00+06:00,11,81,929.45,,0,24.7,21.4,45.7,4182,1279.8,291.53,24.09,4.93,1.014,24.5,22.4,36.5,41.5,43.6,44.5
2025-02-05T05:00:00+06:00,11,81,929.38,,0,19.3,19.3,56.6,3274.5,1002,226.78,18.41,3.7,0.82,19,18.7,30.8,32.1,34.3,34.3
2025-02-05T06:00:00+06:00,11,81,929.59,,0,15.4,17.4,68.4,2611.1,797.6,178.26,12.93,2.868,0.651,14.9,14.9,24.8,24.9,26.6,26.6
2025-02-05T07:00:00+06:00,11,81,929.6,,0,12.5,15.9,79.3,2175.7,662.4,143.54,11,2.57,0.58,12.2,12.2,20.2,20.2,21.8,21.8
2025-02-05T08:00:00+06:00,13,81,929.8,,0,10.1,14.6,90.5,1837.8,556.3,112.91,8.22,2.123,0.558,10.1,10.1,16.2,16.2,17.5,17.5
2025-02-05T09:00:00+06:00,15,82,930.08,,0,12,16,78.6,2201,664.3,133.62,10.24,2.812,0.738,12.2,12.2,19.5,19.5,21.2,21.2
2025-02-05T10:00:00+06:00,16,83,930.32,,0,16.6,18.4,62.1,2935.7,891.3,191.06,16.22,3.981,1.02,16.6,16.5,27.1,27.6,30,30
2025-02-05T11:00:00+06:00,17,83,930.62,,0,21.6,20.4,50.9,3704,1129.2,255.9,23.8,5.213,1.095,21.2,20.3,33.6,36.6,39.5,39.8
2025-02-05T12:00:00+06:00,16,84,930.62,,0,38.5,25.5,30.5,6544.5,2001.8,457.45,42.24,9.304,1.911,38.8,29.2,47.8,65.9,59.3,71.5
2025-02-05T13:00:00+06:00,16,83,930.38,,0,34.6,24.4,34,5823.6,1780.5,412.42,37.49,8.081,1.604,34.4,27.4,44.8,58.9,55.6,63.8
2025-02-05T14:00:00+06:00,15,82,930.33,,0,32.6,23.7,36.4,5389,1650.4,392.76,35.61,7.794,1.654,31.7,26,43,55,53.2,59.8
2025-02-05T15:00:00+06:00,16,82,930.43,,0,26.1,21.6,44.8,4283.7,1312,316.3,29,6.206,1.371,24.8,22.5,37.7,43.8,45.8,47.6
2025-02-05T16:00:00+06:00,17,82,930.76,,0,27.4,22.1,42.8,4506.3,1381.1,330.96,29.92,6.152,1.316,26.2,23.3,38.9,46.1,47.3,49.8
2025-02-05T17:00:00+06:00,16,83,931.09,,0,36.2,24.6,33.4,5932.3,1819.6,440.85,41.33,8.778,1.844,35,27.8,46,61.5,57.5,66.8
2025-02-05T18:00:00+06:00,13,83,931.63,,0,45.1,26.6,27.3,7392.8,2270,546.18,49.23,10.674,2.216,44,31.7,51.8,76.6,65.5,83.1
2025-02-05T19:00:00+06:00,12,83,932.05,,0,51.6,27.8,24.1,8421.4,2586.9,627.64,57.83,12.618,2.572,50.3,34.2,58.1,87.7,70.5,95.4
2025-02-05T20:00:00+06:00,13,83,932.22,,0,102.5,33.8,13.3,15786.7,4886.3,1288.62,120.57,30.531,5.782,95.8,63.1,114,172.2,126.3,190.6
2025-02-05T21:00:00+06:00,13,83,932.37,,0,135.4,36.2,10.4,20285.3,6297.5,1733.3,166.66,43.478,8.736,123.6,81.7,150.5,226.8,168.1,253.2
2025-02-05T22:00:00+06:00,15,82,932.46,,0,144.1,36.8,9.8,21497,6679.6,1846.32,175.96,46.891,9.153,131.1,86.7,159.8,240.8,178.7,269.2
2025-02-05T23:00:00+06:00,14,82,932.51,,0,146,37,9.7,21835,6785,1866.48,176.99,46.838,9.082,133.5,88.2,161.9,244,180.8,272.3
2025-02-06T00:00:00+06:00,13,82,932.16,,0,133.3,36.2,10.5,20133.3,6248.5,1695.53,160.07,42.055,8.234,122.9,81.2,148,223.1,164.9,248.5
2025-02-06T01:00:00+06:00,12,82,931.47,,0,119,35.1,11.6,18104.3,5611.6,1507.35,141.53,37.31,6.911,110.3,72.8,132.2,199.5,147.2,221.9
2025-02-06T02:00:00+06:00,12,82,931.13,,0,107.1,34.2,12.8,16412.3,5085.5,1352.87,127.62,32.926,6.172,99.8,65.8,119.3,180.1,132.5,199.8
2025-02-06T03:00:00+06:00,11,82,930.95,,0,93.4,33,14.4,14464.5,4473.9,1172.44,110.95,27.659,5.511,87.8,57.8,104.2,157.4,115.3,174.1
2025-02-06T04:00:00+06:00,11,82,930.86,,0,77.7,31.3,17,12175.5,3759.7,968.29,90.64,22.266,4.177,73.6,48.3,86.7,131.2,95.6,144.6
2025-02-06T05:00:00+06:00,11,82,930.93,,0,63.7,29.5,20.4,10073.9,3105.8,788.85,73.22,16.736,3.256,60.5,39.6,71.1,107.7,79.6,117.8
2025-02-06T06:00:00+06:00,11,82,931.08,,0,51.5,27.7,24.5,8289.3,2549.3,630.47,57.61,13.042,2.661,49.5,33.7,57.6,87,70.4,95
2025-02-06T07:00:00+06:00,10,81,931.08,,0,38,25.1,31.7,6279.5,1924.6,458.25,41.87,8.902,1.934,37.2,28.8,47.2,64.5,59.1,69.9
2025-02-06T08:00:00+06:00,11,81,931.3,,0,39.8,26.2,28.4,7064,2148,458.63,40.55,9,2.056,41.9,30.7,49,68.5,61,74
2025-02-06T09:00:00+06:00,12,82,931.48,,0,58,30,19.4,10634.4,3229.1,646.61,51.78,11.69,2.454,64,42,66.1,100.2,75.6,107.3
2025-02-06T10:00:00+06:00,12,83,931.22,,0,63.3,30.3,18.9,10909.3,3331.8,743.44,66.7,16.517,3.62,65.6,43,71.6,108.5,80.2,118.6
2025-02-06T11:00:00+06:00,11,84,930.94,,0,53,28.5,22.6,9039.1,2762,626.92,57.08,13.766,2.955,54.1,35.8,59.8,90.7,72.1,99.1
2025-02-06T12:00:00+06:00,12,84,930.97,,0,39.1,25.8,29.6,6760.4,2061.3,459.6,41.6,9.006,1.91,40.1,30,48.2,67.1,60.4,72.5
2025-02-06T13:00:00+06:00,11,84,930.76,,0,23.4,21.3,46.4,4109.3,1249.8,270.21,22.67,5.104,1.23,23.9,21.7,35,39.5,41.3,42.6
2025-02-06T14:00:00+06:00,10,83,930.51,,0,12.2,15.8,80.1,2148.3,652.1,139.98,11.05,2.612,0.609,11.9,11.9,19.8,19.8,21.4,21.4
2025-02-06T15:00:00+06:00,10,83,930.34,,0,9.5,13.9,97.3,1671.5,506.6,107.76,8.26,2.112,0.539,9,9,15,15,16.3,16.3
2025-02-06T16:00:00+06:00,10,83,930.51,,0,11.9,15.6,82,2087.9,632.5,137.9,12.2,2.982,0.702,11.5,11.4,19.2,19.4,21.3,21.3
2025-02-06T17:00:00+06:00,9,83,930.55,,0,23.1,21.1,47.2,4031.2,1227.4,269.35,24.76,5.842,1.474,23.3,21.5,35,39.2,41.7,42.8
2025-02-06T18:00:00+06:00,10,83,930.72,,0,48.8,27.8,24.3,8370.7,2557.5,575.86,53.19,12.654,2.805,50,34.8,57.3,83.8,68.5,91.5
2025-02-06T19:00:00+06:00,10,83,930.77,,0,93.3,33.7,13.5,15552.5,4776.2,1113.9,97.74,24.642,4.888,94.8,62.5,104.9,158.5,114.9,173.4
2025-02-06T20:00:00+06:00,11,83,930.72,,0,95.4,33.9,13.2,15877.7,4878.7,1138.08,97.59,24.68,5.004,97,63.9,107.1,161.8,117.1,176.8
2025-02-06T21:00:00+06:00,12,83,930.45,,0,86.7,33,14.3,14552.4,4466.5,1028.14,86.96,21.472,4.264,88.6,58.3,97.5,147.3,106.1,160.3
2025-02-06T22:00:00+06:00,12,83,930.04,,0,70.7,31.2,17.2,12065.8,3693.3,829.74,69.88,15.901,3.283,73.3,48.1,79.7,120.7,86.5,130.3
2025-02-06T23:00:00+06:00,11,83,929.5,,0,56.4,29.2,21.1,9720.9,2970,657.57,55.98,12.035,2.506,58.6,38.4,63.5,96.4,73.9,103.7
2025-02-07T00:00:00+06:00,11,83,929.01,,0,45.3,27.2,25.8,7857.9,2400.3,524.37,43.21,9.043,1.974,47.2,32.8,52.3,77.2,65.3,82.8
2025-02-07T01:00:00+06:00,11,83,928.66,,0,37,25.4,30.8,6483.3,1977.1,425.52,34.84,7.267,1.61,38.6,29.4,46.7,63,58,67.5
2025-02-07T02:00:00+06:00,11,83,928.58,,0,29.7,23.5,37.4,5241.3,1596.9,339.59,27.09,5.276,1.111,31,26,41.3,50.5,50.1,53.7
2025-02-07T03:00:00+06:00,11,83,928.57,,0,23.5,21.4,46.1,4145.4,1262.9,268.74,20.88,4.172,0.979,24.3,22.2,35.4,39.5,41.7,42.1
2025-02-07T04:00:00+06:00,11,83,928.47,,0,18.5,19.3,56.3,3290.6,999.8,209.25,15.52,3.138,0.698,19.1,18.8,29.9,30.8,32.7,32.7
2025-02-07T05:00:00+06:00,11,83,928.51,,0,15.1,17.6,66.9,2683.6,815.5,169.35,11.75,2.496,0.607,15.3,15.3,24.6,24.6,26.1,26.1
2025-02-07T06:00:00+06:00,11,82,928.64,,0,13.4,16.7,73.7,2383,723.7,150.27,10.57,2.354,0.53,13.5,13.5,21.7,21.7,23.2,23.2
2025-02-07T07:00:00+06:00,10,82,928.53,,0,13.4,16.7,73.2,2406.4,730,149.19,10.21,2.493,0.637,13.6,13.6,21.7,21.7,23.2,23.2
2025-02-07T08:00:00+06:00,11,82,928.7,,0,10.7,15.5,83,2054.4,617.9,115.79,8.69,2.314,0.604,11.4,11.4,17.6,17.6,19,19
2025-02-07T09:00:00+06:00,11,83,928.78,,0,12.5,17.1,70.4,2521.7,754.6,129.16,9.8,2.659,0.752,14.1,14.1,20.9,20.9,22.6,22.6
