time_stamp,humidity,temperature,pressure,voc,analog_input,pm2.5_alt|pm2.5_alt = C * (0.00030418*N1   0.0018512*N2   0.02069706*N3),deciviews,visual_range,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count,pm1.0_cf_1,pm1.0_atm,pm2.5_atm,pm2.5_cf_1,pm10.0_atm,pm10.0_cf_1
2025-01-15T07:00:00+06:00,16,72,935.98,,0.04,10.6,16.9,71.6,2470.2,653.2,112.26,17.3,4.834,2.622,12,12,18.4,18.4,22.2,22.2
2025-01-15T08:00:00+06:00,18,56,936.21,,0.04,15.7,20.3,51.4,3657.7,1000.3,164.92,26.63,6.509,3.412,20.3,19.2,29.3,30.9,36,36.5
2025-01-15T09:00:00+06:00,22,46,936.45,,0.05,16.4,20,52.8,3550.6,988.8,188.31,33.56,7.445,3.638,20.6,20.3,32.9,33.9,40.7,40.7
2025-01-15T10:00:00+06:00,20,50,936.39,,0.05,22.9,22.4,41.6,4652.3,1307.6,275.75,48.06,10.694,5.239,26.8,23.9,39.5,46.1,51.4,55.6
2025-01-15T11:00:00+06:00,17,53,936.27,,0.05,14.2,19.3,56.4,3283.3,807.3,162.32,27.93,5.728,2.579,15.7,15.5,26.4,27,31.8,31.9
2025-01-15T12:00:00+06:00,17,54,935.77,,0.04,13.5,17.4,68.2,2621.8,740.4,166.52,27.93,5.66,2.49,14.3,14.2,25.3,25.7,30.5,30.6
2025-01-15T13:00:00+06:00,17,54,935.12,,0.04,13,17.2,69.8,2546.4,721,159.28,27.26,5.669,2.432,13.8,13.7,24.6,24.7,29.5,29.5
2025-01-15T14:00:00+06:00,15,56,934.56,,0.04,10.4,15.5,82.4,2074.2,586.8,125.41,20.79,4.618,2.109,10.9,10.9,19.2,19.2,23.1,23.1
2025-01-15T15:00:00+06:00,15,57,934.53,,0.04,12.2,17.1,70.7,2508.3,698.1,147.75,26.76,6.361,3.08,13.2,13.1,23,23.1,28.5,28.5
2025-01-15T16:00:00+06:00,16,57,934.72,,0.04,17.9,20,52.8,3551.3,993.3,217.4,36.6,7.744,3.669,19.3,18.8,32.1,33.8,40.1,40.4
2025-01-15T17:00:00+06:00,17,55,934.88,,0.04,28.7,24.3,34.2,5772.4,1601.9,346.09,57.02,12.921,5.979,32.1,26.4,43.4,55.1,56.7,66.1
2025-01-15T18:00:00+06:00,24,52,935.49,,0.04,72.6,32.2,15.5,13387.6,3833.4,900.87,134.95,32.008,14.377,80.3,53.5,92.5,139.3,113.8,167.4
2025-01-15T19:00:00+06:00,30,50,935.97,,0.05,71.1,32,15.8,13118.5,3759.9,882.55,131.81,30.834,13.744,79.8,52.4,91.5,138.5,109.8,165.8
2025-01-15T20:00:00+06:00,28,49,936.03,,0.05,65.8,31.3,17,12171.1,3486,817.12,124.07,28.908,13.174,73.9,48.5,84.8,128.5,102.1,154.4
2025-01-15T21:00:00+06:00,28,48,935.86,,0.05,70.4,32.1,15.7,13254.8,3785.4,865.52,132.4,32.506,15.146,80.9,53.1,91.6,138.6,111.2,168
2025-01-15T22:00:00+06:00,30,46,935.75,,0.05,72.2,32.2,15.6,13318.5,3817.7,901.28,138.92,33.543,15.618,82.5,54.1,95.3,144.3,115.7,174.9
2025-01-15T23:00:00+06:00,31,45,935.7,,0.05,56.1,29.9,19.5,10533.3,3009.3,698.61,112.09,27.062,12.556,65.5,43,75.1,114.1,92.9,139.2
2025-01-16T00:00:00+06:00,32,44,935.49,,0.05,49.3,28.8,21.9,9315.5,2655.9,614.2,100.97,23.989,10.904,57.7,39.5,67.4,101.4,86.4,123.9
2025-01-16T01:00:00+06:00,32,43,935.39,,0.05,41.9,27.2,25.6,7916.7,2253.8,528.49,90.71,21.814,10.068,49.1,35.7,59.9,87.7,80.3,108
2025-01-16T02:00:00+06:00,34,43,935.32,,0.05,43.3,27.7,24.5,8278.2,2354.6,538.65,91.26,21.902,10.284,51.8,36.7,61.4,90.9,82.1,111.6
2025-01-16T03:00:00+06:00,35,42,935.13,,0.05,41,27,26.1,7745,2205.4,515.79,88.53,21.288,9.698,48.6,35.3,59.4,86.3,80.2,106.5
2025-01-16T04:00:00+06:00,36,42,935.09,,0.05,38.3,26.4,27.7,7255.6,2065,482.74,83.65,19.639,8.936,45.5,34.2,57.2,81.3,77.6,100
2025-01-16T05:00:00+06:00,36,42,934.98,,0.05,36.2,26,28.9,6953.4,1975.2,450.03,76.58,17.768,8.115,43.6,33.4,55.4,76.8,74.7,93.8
2025-01-16T06:00:00+06:00,35,42,935.32,,0.05,27.8,23.7,36.4,5399.7,1529.7,346.86,61.42,13.424,6.284,33.2,28.6,48.1,59.4,63.7,72.3
2025-01-16T07:00:00+06:00,35,42,935.68,,0.05,27.2,23.9,35.9,5485.8,1542.6,328.77,57.04,12.976,6.28,33.7,28.8,47.4,58,62.5,70.2
2025-01-16T08:00:00+06:00,34,43,935.9,,0.05,33.4,25.7,29.7,6730.8,1895,403.37,69.47,16.681,7.992,41.5,32.4,52.8,70.7,70.9,86.4
2025-01-16T09:00:00+06:00,30,45,935.8,,0.05,22,21.9,43.6,4414.5,1243.6,267.65,46.9,10.662,5.036,26,24,40.1,45.3,52.3,55
2025-01-16T10:00:00+06:00,29,47,935.66,,0.05,34.7,25.9,29.2,6855.4,1937.7,420.19,69.36,15.45,7.172,40.8,31.5,51.4,69.9,68.4,83.8
2025-01-16T11:00:00+06:00,26,49,935.48,,0.05,32.8,25,32,6209.6,1767.8,409.36,67.91,15.076,6.825,36.5,29.4,49.1,64.9,65.3,78.2
2025-01-16T12:00:00+06:00,25,50,934.86,,0.05,26.3,23,39.1,4979.6,1417.2,328.63,55.07,11.578,5.243,28.8,25.4,43.2,51.8,56.4,61.9
2025-01-16T13:00:00+06:00,25,51,934.5,,0.05,24.2,22.2,42.2,4582.6,1303.1,303.63,51.51,10.991,4.796,26.3,24,40.8,47.3,53.3,56.9
2025-01-16T14:00:00+06:00,23,53,934.22,,0.05,28.1,23.7,36.3,5406.8,1506.5,348.6,57.04,12.133,5.614,30.5,26.2,44.6,54.2,57.6,64.8
2025-01-16T15:00:00+06:00,32,50,934.79,,0.05,82.1,33.1,14.2,14689,4224.9,1031.2,148.48,34.258,14.894,89.3,59.8,104.2,156.6,127.2,187.1
2025-01-16T16:00:00+06:00,33,49,935.01,,0.05,56.3,29.7,20.1,10249.2,2941.1,707.25,108.22,24.059,10.975,61.8,41.1,72.3,109.6,88.9,131.3
2025-01-16T17:00:00+06:00,34,48,935.22,,0.05,71,31.9,16.1,12892.7,3700.6,891.36,133.65,31.742,14.258,78.6,51.6,91.4,138.4,110.4,166.9
2025-01-16T18:00:00+06:00,33,47,935.39,,0.05,61.3,30.4,18.6,11107.5,3188.3,776.65,121.6,28.489,12.632,67.9,44.7,79.8,121,97.7,146.9
2025-01-16T19:00:00+06:00,32,46,935.42,,0.05,76.9,32.6,15,13922.8,4000,971.51,149.29,35.474,16.41,85.8,56.4,100.4,152,122.1,184.7
2025-01-16T20:00:00+06:00,34,45,935.34,,0.05,72.5,32,15.9,13102.2,3763.4,917.5,142.24,34.768,16.179,81.5,53.4,95.6,144.8,117.1,177
2025-01-16T21:00:00+06:00,36,45,935,,0.05,77.9,32.9,14.5,14392.4,4124.5,970.71,149.41,36.604,16.998,90.2,59.3,103.8,157.1,126.4,191.1
2025-01-16T22:00:00+06:00,36,45,934.74,,0.05,86,33.8,13.3,15717.7,4510.3,1079.1,165.39,40.638,18.998,98.6,64.9,114.3,172.8,139.6,210.8
2025-01-16T23:00:00+06:00,40,43,934.59,,0.05,257.2,42.9,5.3,40109.7,11898.5,3539.07,559.57,151.264,68,264.9,175.7,343.6,516.8,439.3,660.4
2025-01-17T00:00:00+06:00,37,43,934.11,,0.05,76.9,32.4,15.2,13683.4,3945.4,989.49,158.65,40.241,18.007,87.3,58.2,104.3,157.4,131.6,195.1
2025-01-17T01:00:00+06:00,34,45,933.56,,0.05,43.3,27.4,25.1,8083.2,2308.9,543.15,88.71,20.936,9.796,49.8,35.5,59.9,88.4,79.8,107.8
2025-01-17T02:00:00+06:00,35,43,933,,0.05,36.7,25.9,29.1,6886.3,1961.9,463.96,78.57,17.902,8.317,42.4,32.9,55.1,76.3,73.9,93.2
2025-01-17T03:00:00+06:00,35,43,932.62,,0.05,35.4,25.6,30.2,6620.4,1883,446,74.74,17.626,8.403,40.7,32.1,53.8,73.1,72.1,89.7
2025-01-17T04:00:00+06:00,38,42,932.72,,0.05,97.7,34.6,12.2,17204.6,4966,1266.02,202.8,51.865,23.781,110.9,73,133.7,202,166.5,251.2
2025-01-17T05:00:00+06:00,37,43,932.61,,0.05,60.4,30.4,18.7,11033.4,3159.9,767.19,123.87,30.195,13.902,69.5,46.3,82.2,124.3,103.2,152.9
2025-01-17T06:00:00+06:00,36,44,932.48,,0.05,39,26.6,27.2,7404.8,2106.3,487.02,82.1,18.993,8.901,45.5,34,56.6,80.7,76.1,98.4
2025-01-17T07:00:00+06:00,36,44,932.35,,0.05,43.8,28.1,23.5,8675.1,2449.8,531.42,89.76,22.65,10.986,53.3,37.5,61.8,91.1,81.6,112
2025-01-17T08:00:00+06:00,37,44,932.25,,0.05,53.8,30.3,18.8,10965.8,3081.5,633.79,102.6,26.446,12.832,67.8,44.9,73.6,111.6,91.9,135.8
2025-01-17T09:00:00+06:00,34,46,932.36,,0.05,48.5,29.4,20.7,9921.9,2788.8,565.85,88.82,21.802,10.408,60.2,40.2,65.2,98.4,83.4,118
2025-01-17T10:00:00+06:00,32,48,932.36,,0.05,76.7,33.4,13.9,15070.7,4278.1,907.74,132.69,33.368,15.288,92,61.2,100.2,150.9,122.7,180.6
2025-01-17T11:00:00+06:00,31,49,932.59,,0.05,119.1,36.8,9.8,21468,6195.8,1486.14,213.45,52.929,23.787,132.9,87.8,152.2,229.5,183.9,277.1
2025-01-17T12:00:00+06:00,30,50,932.35,,0.05,81.3,33.1,14.3,14630.9,4206.7,1023.22,152.2,36.255,16.304,88.7,58.3,103.3,156.2,124.8,188.5
2025-01-17T13:00:00+06:00,31,50,931.94,,0.05,57.8,30,19.5,10566.2,3031.6,723.52,109.75,24.916,11.198,63.6,42.2,73.7,111.6,90.4,133.9
2025-01-17T14:00:00+06:00,31,50,931.83,,0.05,39.4,26.4,27.8,7240,2070.6,495.54,77.26,16.665,7.193,42.9,32.1,53.9,76.4,71.2,91.1
2025-01-17T15:00:00+06:00,34,50,931.78,,0.05,40.3,26.6,27.3,7373.9,2110.4,504.54,77.11,15.89,7.04,43.8,32.5,54.3,78,71.9,92.3
2025-01-17T16:00:00+06:00,35,50,932.27,,0.05,41.7,26.9,26.4,7661.8,2191.3,523.64,81.61,17.565,7.985,45.5,33.3,55.7,81,73.8,96.7
2025-01-17T17:00:00+06:00,36,48,932.28,,0.05,41.7,27,26.2,7705.9,2203.2,521.9,81.4,17.685,8.019,46,33.6,56.2,81.6,74.3,97.5
2025-01-17T18:00:00+06:00,36,48,932.63,,0.05,46.3,28,23.8,8560.8,2447.8,579.67,91.17,19.968,8.953,51.5,36.2,61.4,91.3,79.7,109.4
2025-01-17T19:00:00+06:00,39,47,933.04,,0.05,90.7,34.1,12.9,16198.4,4662.2,1142.48,166.5,39.486,17.858,100.1,65.9,116.9,176.6,140.8,212.5
2025-01-17T20:00:00+06:00,40,47,933.22,,0.05,95.8,34.6,12.2,17178.7,4942.7,1208.39,178.6,43.816,20.554,106.5,70.2,124.2,187.8,151,227.7
2025-01-17T21:00:00+06:00,38,46,932.94,,0.05,83.7,33.4,13.8,15119,4346,1055.61,159.97,40.308,17.92,94.1,61.8,109.6,165.8,133.9,202.3
2025-01-17T22:00:00+06:00,37,45,932.82,,0.05,65.5,31.1,17.4,11904.3,3418.2,828.93,129.88,31.299,14.457,74,48.3,86.7,131.6,105.9,160.2
2025-01-17T23:00:00+06:00,37,45,932.59,,0.05,55,29.5,20.5,10012.3,2867.7,698.73,111.99,26.572,12.092,62,41.3,73.1,111.1,91.5,135.8
2025-01-18T00:00:00+06:00,37,44,932.41,,0.05,49.4,28.7,22.2,9198.3,2626.8,620.21,100.46,23.48,10.804,57,39,66.9,101.3,86,123.1
2025-01-18T01:00:00+06:00,39,43,932.19,,0.05,45.2,27.7,24.5,8304.7,2372.8,575.91,95.93,22.652,10.368,51.6,36.6,62.7,93.4,83,114.6
2025-01-18T02:00:00+06:00,39,43,932.12,,0.05,44.7,27.7,24.6,8268.6,2361,570.11,97.56,23.142,10.554,51.6,36.5,62.7,93.3,83.5,115.1
2025-01-18T03:00:00+06:00,38,43,932.08,,0.05,41.1,26.9,26.6,7588.5,2168.5,524.76,89.77,21.042,9.701,47.1,34.8,59,85.7,79.5,105.5
2025-01-18T04:00:00+06:00,39,43,932.16,,0.05,39,26.4,27.7,7268.4,2073.8,492.92,82.79,19.232,9.02,45.1,34.1,57.1,81.2,76.8,99.3
2025-01-18T05:00:00+06:00,39,42,932.03,,0.05,33.7,25.1,31.8,6266.2,1783.5,428.83,73.53,16.863,7.738,38.6,31.2,52.9,70.6,71.3,86.6
2025-01-18T06:00:00+06:00,40,42,931.96,,0.05,32.4,24.8,32.8,6045.5,1723.8,411.58,71.03,16.04,7.343,37.6,30.5,52.2,68.4,68.6,83.6
2025-01-18T07:00:00+06:00,41,42,931.92,,0.05,42,27.3,25.4,7967.4,2267.8,524.71,88.2,20.751,9.612,50.1,36.1,60.6,88.7,80.9,108.4
2025-01-18T08:00:00+06:00,41,43,931.86,,0.05,52.1,29.5,20.3,10102.9,2865.1,638.73,105.02,26.435,12.734,63.3,42.2,71.8,108.8,91.2,133.4
2025-01-18T09:00:00+06:00,38,44,932.16,,0.05,52.7,29.8,19.8,10373.9,2936.9,636.51,102.9,25.418,11.946,64.2,42.8,71.9,108.6,90.7,131.9
2025-01-18T10:00:00+06:00,37,45,932.21,,0.05,71.7,32,15.9,13092.3,3754.3,901.05,138.47,33.049,15.226,86,53.8,95.3,154.4,116,175.2
2025-01-18T11:00:00+06:00,37,45,931.86,,0.05,80.9,33.1,14.3,14637,4206.5,1015.44,151.83,35.795,15.944,91.7,60.2,106.5,161.1,128.7,194.4
2025-01-18T12:00:00+06:00,38,47,931.76,,0.05,67,31.3,17,12182.7,3494.8,840.07,125.57,28.838,12.946,75,49.5,87.1,132,105.5,158.5
2025-01-18T13:00:00+06:00,41,46,931.52,,0.05,49.4,28.4,22.9,8912.8,2557.9,623.17,93.29,19.857,8.72,54.4,37.5,64.5,97.3,82,115.4
2025-01-18T14:00:00+06:00,40,47,931.12,,0.05,59.7,30.1,19.2,10716.1,3082.7,752.48,111.68,24.412,10.843,65.6,43.4,77,116.7,93.1,139
2025-01-18T15:00:00+06:00,41,47,931.3,,0.05,64,30.6,18.3,11309.4,3255.5,808.8,115.72,25.001,11.133,69.4,45.5,81.8,123.9,97.3,146.7
2025-01-18T16:00:00+06:00,45,46,931.83,,0.05,78.1,32.3,15.5,13420,3887.4,1001.61,142.44,30.513,13.441,83.6,54.8,100.6,152.4,119.6,180.8
2025-01-18T17:00:00+06:00,46,44,932.11,,0.05,77.8,32.3,15.5,13456.9,3892.3,998.1,144.51,32.482,14.34,84.8,55.6,101.7,153.9,122,184.4
2025-01-18T18:00:00+06:00,49,44,932.41,,0.05,85.8,33.2,14.2,14749.1,4268.2,1102.68,158.09,35.253,15.562,93.5,61.4,112.7,170.4,134.9,203.7
2025-01-18T19:00:00+06:00,51,44,932.67,,0.05,92.1,33.8,13.3,15682.7,4544.1,1191.9,172.3,37.76,16.66,100.2,65.9,121.7,183.9,145.9,220.2
2025-01-18T20:00:00+06:00,50,43,932.83,,0.05,103.7,34.8,12,17486.6,5082.4,1349.64,196.17,45.077,20.26,112.6,74.2,137.4,207.5,166.2,250.7
2025-01-18T21:00:00+06:00,51,43,932.63,,0.05,96.9,34.1,12.9,16208.7,4710.6,1268.16,184.81,42.607,19.004,104.2,68.5,128.4,194,155.5,234.7
2025-01-18T22:00:00+06:00,52,43,932.35,,0.05,126.6,36.5,10.1,20817,6077.8,1671.77,243.04,58.48,25.48,135.9,89.7,168.5,254.1,205.7,310
2025-01-18T23:00:00+06:00,54,42,932.16,,0.05,181.4,39.7,7.3,29020.8,8530.5,2432.52,358.37,89.888,40.409,191.6,126.8,242,364.4,299.5,450.6
2025-01-19T00:00:00+06:00,54,42,932.34,,0.05,184.8,39.9,7.2,29453.8,8659.1,2486.44,368.1,92.731,40.692,194.7,128.9,246.9,371.7,306.1,460.5
2025-01-19T01:00:00+06:00,57,41,932.68,,0.05,195.5,40.3,6.9,30734.8,9055.8,2654.01,395.82,98.992,44.24,204.8,135.6,263.5,396.7,327.5,492.7
2025-01-19T02:00:00+06:00,56,42,932.51,,0.05,246.6,42.3,5.7,37662.8,11174.7,3414.19,525.72,138.034,62.287,250.4,166,330.9,497.7,419.4,630.6
2025-01-19T03:00:00+06:00,54,42,932.49,,0.05,232.8,41.8,6,35740.1,10592.6,3225.11,504.81,132.137,58.662,236,156.4,312.1,469.5,396.3,595.8
2025-01-19T04:00:00+06:00,55,41,932.85,,0.05,212.5,41,6.5,32989.2,9739.4,2934.59,461.84,122.13,55.206,218.7,144.8,287.5,432.7,365.9,550.2
2025-01-19T05:00:00+06:00,55,42,933.1,,0.05,184.6,39.7,7.3,28977.3,8521.1,2548.16,410.51,110.842,50.203,190.5,126,250.3,376.8,320.9,482.8
2025-01-19T06:00:00+06:00,55,41,933.42,,0.05,144.7,37.4,9.2,22922.2,6708.3,1991.89,321.81,86.381,39.928,149.2,98.5,196,295.4,250.9,377.7
2025-01-19T07:00:00+06:00,54,42,933.72,,0.05,108.6,34.9,11.9,17632.8,5134,1474.22,236.37,61.572,28.822,113.6,74.8,146.3,220.9,185.6,279.8
2025-01-19T08:00:00+06:00,53,42,934.02,,0.05,112.2,35.2,11.5,18222.1,5304.7,1524.1,244.5,62.732,29.054,116.9,77,151.2,228.2,191.1,288
2025-01-19T09:00:00+06:00,51,43,934.21,,0.05,106.8,34.7,12.2,17217.1,5012.1,1460.87,237.68,61.824,28.498,109.6,72.1,143.1,216,182,274.5
2025-01-19T10:00:00+06:00,55,42,934.36,,0.05,147.8,37.7,9,23442.7,6858.7,2050.46,344.1,94.609,44.756,151.8,100.3,200.5,302.2,260.6,392.3
2025-01-19T11:00:00+06:00,52,43,934.42,,0.05,162.7,38.5,8.3,25670.6,7529.4,2245.61,364.46,99.174,45.633,165.6,109.5,217.5,327.6,279.5,420.7
2025-01-19T12:00:00+06:00,51,44,934.22,,0.05,138.8,37.1,9.6,22071.1,6445.7,1911.96,312.04,84.514,39.242,140.3,92.6,184.4,277.9,236.9,356.8
2025-01-19T13:00:00+06:00,48,44,933.73,,0.05,110.7,35,11.8,17808.2,5184.7,1514.46,245.89,63.72,29.774,111.6,73.5,145.8,220.2,185.6,279.8
2025-01-19T14:00:00+06:00,47,45,933.37,,0.05,119.1,35.7,10.9,19242.7,5605,1619.5,258.02,67.446,31.304,120.3,79.3,155.6,234.9,197,296.9
2025-01-19T15:00:00+06:00,48,45,933.4,,0.05,122.9,36,10.6,19873.6,5793.8,1669.59,265.35,69.512,31.888,124.9,82.4,161.1,243,203.9,307.3
2025-01-19T16:00:00+06:00,49,44,933.67,,0.05,110.4,35.1,11.7,17969.7,5225.5,1498.34,240.41,62.895,29.202,113.4,74.7,146,220.5,185.3,279.3
2025-01-19T17:00:00+06:00,50,43,933.99,,0.05,107.4,34.8,12,17505.9,5087.8,1458.57,236.53,61.9,28.764,110.9,73,143.4,216.5,182.3,274.9
2025-01-19T18:00:00+06:00,50,43,934.19,,0.05,114,35.4,11.3,18548,5393.3,1559.41,260.37,70.888,33.758,117.6,77.5,152.9,230.7,197.2,297.2
2025-01-19T19:00:00+06:00,49,44,934.49,,0.05,104.7,34.5,12.3,17004.5,4941.9,1432,236.85,63.152,29.851,106.9,70.3,139.4,210.5,178.7,269.5
2025-01-19T20:00:00+06:00,49,44,934.5,,0.05,91,33.2,14.2,14737.9,4278,1244.14,204.34,53.39,24.953,92.1,60.5,120.7,182.4,153.8,232
2025-01-19T21:00:00+06:00,49,43,933.8,,0.05,90.8,33.1,14.2,14694.1,4260.4,1240.99,202.63,51.116,23.734,91.6,60.2,120.4,182,152.5,230.1
2025-01-19T22:00:00+06:00,49,43,933.18,,0.05,95.5,33.6,13.6,15367.6,4460.4,1306.65,210.49,52.796,24.118,96.3,63.2,126.7,191.4,159.9,241.2
2025-01-19T23:00:00+06:00,51,43,932.71,,0.05,104.4,34.4,12.5,16713.8,4862.8,1434.24,233.47,59.788,27.672,105.6,69.4,139.3,210.3,177,266.8
2025-01-20T00:00:00+06:00,50,43,932.2,,0.05,92,33.2,14.1,14833.9,4307.1,1267.06,212.21,55.741,26.144,93.4,61.3,123.5,186.6,158.5,239.1
2025-01-20T01:00:00+06:00,49,42,931.5,,0.05,80,32,15.9,13034.3,3772.6,1108.47,194.82,52.025,24.779,81.5,53.4,108.8,164.5,141.2,213.1
2025-01-20T02:00:00+06:00,50,41,930.98,,0.05,76.8,31.6,16.5,12600.6,3640,1063.92,188.77,51.32,24.499,79.2,52,105.3,159.4,137.9,208.2
2025-01-20T03:00:00+06:00,51,41,930.93,,0.05,81.6,32.2,15.6,13305.7,3849.7,1127.97,196.92,52.933,25.104,84.4,55.3,112.4,170,145.9,220.4
2025-01-20T04:00:00+06:00,50,41,930.69,,0.05,83.1,32.3,15.4,13523.4,3916.2,1150.41,200.26,53.209,25.081,85.8,56.2,114.3,173,148.1,223.5
2025-01-20T05:00:00+06:00,51,40,930.62,,0.05,95.9,33.7,13.3,15676,4543.5,1321.8,229.45,61.278,28.688,100.9,66.4,133.4,201.5,172.4,260.1
2025-01-20T06:00:00+06:00,52,40,930.67,,0.05,101.9,34.4,12.5,16809.7,4864.3,1393.79,238.66,64.296,30.626,109,71.8,142.2,214.8,183.8,277.1
2025-01-20T07:00:00+06:00,52,40,930.78,,0.05,99.2,34.2,12.7,16440.2,4751.4,1353.92,231.53,62.244,29.762,106.5,70.1,138.4,209.1,178.6,269.4
2025-01-20T08:00:00+06:00,53,40,930.88,,0.05,114.3,35.5,11.1,18877.7,5467.8,1555.77,261.53,69.814,32.68,122.9,81,159,239.9,204.1,307.6
2025-01-20T09:00:00+06:00,52,40,931.04,,0.05,97.4,34.1,12.9,16185.6,4678.7,1332.16,231.23,63.731,30.464,104.2,68.6,135.7,205,176.2,265.7
2025-01-20T10:00:00+06:00,51,41,931.04,,0.05,163.3,38.8,8,26465.7,7740.4,2224.95,363.05,99.85,46.468,173.1,114.5,222.3,334.9,285.6,429.8
2025-01-20T11:00:00+06:00,49,43,930.81,,0.05,191.6,40.4,6.9,30863.5,9040.8,2596.6,408.09,111.159,50.288,199.9,132.4,255.2,384.2,324.3,487.9
2025-01-20T12:00:00+06:00,46,45,930.33,,0.05,137.8,37.4,9.3,22763.8,6622.5,1839.15,284.56,72.882,34.371,143.5,94.8,180.4,272,225.6,339.7
2025-01-20T13:00:00+06:00,40,48,929.5,,0.05,83.5,32.9,14.5,14392.6,4149.3,1086.03,165.38,39.917,18.13,87.4,57.4,106.5,161.1,130.5,197
2025-01-20T14:00:00+06:00,36,50,929.15,,0.05,53.9,29,21.5,9541.7,2740.1,693.51,108.39,24.484,11.147,56.8,38.3,68.7,104.1,85.7,125.8
2025-01-20T15:00:00+06:00,34,51,929.06,,0.05,49.2,28.3,23.1,8829.6,2533.1,628.93,99.11,22.602,10.172,52.2,35.9,62.5,94.5,80.5,114.4
2025-01-20T16:00:00+06:00,33,52,929.39,,0.05,50.3,28.6,22.3,9142.9,2618.5,636.96,99.52,22.765,10.613,53.9,36.6,63.6,96.4,81.3,116.5
2025-01-20T17:00:00+06:00,34,51,929.9,,0.05,74.6,32.3,15.4,13473.1,3867.2,941.22,141.97,34.434,15.9,81,53.2,94.3,142.7,114.6,173.1
2025-01-20T18:00:00+06:00,38,50,930.15,,0.05,106.6,35.5,11.2,18756.6,5412.6,1361.14,202.84,51.411,23.426,114.4,75.4,135.3,204.3,165.7,249.8
2025-01-20T19:00:00+06:00,42,48,930.68,,0.05,147.6,38.3,8.4,25107.7,7294.2,1915.42,280.38,72.062,32.847,155.5,102.8,187.4,282.4,230.5,347.1
2025-01-20T20:00:00+06:00,41,48,930.91,,0.05,116.9,36.3,10.3,20398.1,5896.5,1498.13,221.17,55.678,25.736,126,83.1,149.5,225.6,182.8,275.5
2025-01-20T21:00:00+06:00,41,48,930.85,,0.05,146.7,38.5,8.3,25443.9,7380.8,1881.27,275.73,72.534,34.168,158.8,105,187.3,282.3,230.6,347.2
2025-01-20T22:00:00+06:00,42,47,930.92,,0.05,165.8,39.5,7.5,28345.6,8250.1,2144.87,316.47,83.384,38.31,177.7,117.6,212.1,319.4,262.1,394.4
2025-01-20T23:00:00+06:00,39,48,931.15,,0.05,102.6,35.3,11.5,18350,5284.8,1297.53,194.2,48.781,22.557,113.1,74.6,132,199.3,161.3,243.1
2025-01-21T00:00:00+06:00,38,47,931.15,,0.05,58.2,30.3,18.9,10900.2,3115.7,719.19,110.65,26.562,12.156,66.5,44.8,76.3,115.1,95.8,138.9
2025-01-21T01:00:00+06:00,39,46,931.06,,0.05,44.6,27.8,24.1,8435.5,2402.1,554.3,90.11,21.443,10.326,51.2,36,60.5,89.8,79.8,109.3
2025-01-21T02:00:00+06:00,38,45,931.26,,0.05,31.8,24.7,32.9,6030.1,1714.6,397.26,66.94,15.57,7.264,36.3,29.6,49.6,64.8,66.5,78.9
2025-01-21T03:00:00+06:00,38,44,931.62,,0.05,25.9,22.8,39.7,4898.9,1395.3,323.82,53.95,11.503,5.478,29.4,26.1,44.5,52.9,58.4,63.7
2025-01-21T04:00:00+06:00,37,45,931.41,,0.05,20.6,21,47.6,3996,1131.5,254.01,43.63,9.329,4.393,23.6,22.4,38.2,42.1,49.3,50.8
2025-01-21T05:00:00+06:00,35,45,930.99,,0.05,14,17.9,65,2778.8,787.7,169.61,27.96,5.652,2.652,16.1,16.1,27.9,28.1,33.3,33.3
2025-01-21T06:00:00+06:00,35,45,930.77,,0.05,17.1,19.5,55.6,3341.1,948.8,210.15,35.22,7.36,3.454,19.5,19.1,32.8,34.5,40.8,41.3
2025-01-21T07:00:00+06:00,38,45,930.45,,0.05,39.8,27,26.1,7739.2,2192.1,489.35,81.96,20.362,9.856,47.2,35.1,59.1,81.8,77.2,100.5
2025-01-21T08:00:00+06:00,39,44,930.41,,0.05,42.6,27.6,24.6,8237.4,2332.6,520.51,83.22,19.835,9.29,50.6,37,62,87,79.8,105.2
2025-01-21T09:00:00+06:00,35,47,930.13,,0.05,31.3,25.2,31.2,6378.8,1792,369.65,59.78,13.284,6.371,37.8,30.2,48.7,63.1,64.1,75.1
2025-01-21T10:00:00+06:00,31,49,929.71,,0.05,28.4,24.2,34.9,5661.1,1597.1,338.91,54.25,11.372,5.418,33.1,27.5,45.1,56.1,58.6,66.3
2025-01-21T11:00:00+06:00,30,51,929.21,,0.05,69.2,31.8,16.2,12828.2,3671.2,853.96,126.12,29.009,12.861,77.1,51.6,88.6,132.7,108,158.5
2025-01-21T12:00:00+06:00,29,53,928.27,,0.05,45.4,27.9,24,8469.7,2415.3,561.19,85.4,18.57,8.354,49.9,35.9,60.7,86.9,77,103.2
2025-01-21T13:00:00+06:00,28,54,927.59,,0.05,36.7,26.1,28.7,6995.1,1991.9,446.82,68.12,14.544,6.582,40.7,30.9,50.6,70,66.6,82.5
2025-01-21T14:00:00+06:00,29,55,927.05,,0.05,28.3,23.8,36.1,5443,1546,344,52.43,10.264,4.809,31.3,26.5,43.7,54,56.5,63
2025-01-21T15:00:00+06:00,35,53,926.14,,0.05,45.7,28,23.6,8622.5,2452.9,558.38,82.85,17.59,8.17,50.6,35.3,58.8,86.9,75.2,102.4
